ork with the coyote girls when dancing (especially the wet scene), and a couple cute cliches, COYOTE UGLY is something to be purely embarrassed about. Whether you watched or made it, it looked like nothing but time killing. Or wasting depending on how you look at it.",negative
"This movie starts out a little slow but kicks into comedic gear quickly. Each of the three ""teenage girls"" offer their own believable, distinct, assertive and entertaining personalities. I particularly enjoyed the dialog and interaction between Keith and Lisa. If one looked beyond the superficial ""action"" that was taking place, Keith's character treated Lisa's ""deflowering"" with tenderness and consideration. The comic development that followed was also pulled in expertly in my opinion. David Boreanaz gives a wonderful performance as the adult male who clearly gets himself into more trouble than he can handle. Dialogue was sharp, quick and flowed nicely. The director and writer of this film clearly showed how none of the main characters got to claim the moral high ground after all the shenanigans they pulled. Although the movie appears light on the surface, it reflects all the gray areas of becoming an adult, human emotions and desire.",positive
"Mt little sister and I are self-proclaimed horror movie buffs. We have seen just about EVERYTHING, especially zombie flicks. Now, we have seen a lot of good zombie movies, and a lot of bad ones. This BY FAR is the WORST movie I have ever seen in my entire life. Not only was the acting horrible, but the special effects, graphics and ever ""zombie"" make-up was the worst I have seen. If you can even call it make-up ( black eye shadow around the eyes) This is totally proof that you should never judge a book by it's cover. Cause the cover to the movie is the only sweet thing about. do your selves a favor and DO NOT WATCH THIS MOVIE!!!!!!!!!!!!!!!!!! I was so adamant about this movie I went as far as putting a sticky note on the inside of the movie before i returned it to movie saying ""This movie sucks, don't waste your time, return NOW"" hahahhaa I don't want anyone else to waste a good movie night on this POS movie! i don't even know how it got the ratings that it did, t should be in the negative",negative
"I saw this film at Amsterdam's International Documentary Film Festival and was privileged to meet both the directors and Tobias Schneebaum, all of whom are lively and outspoken New Yorkers. The film's title in Amsterdam was Keep the River on Your Right, making the sensational aspect of cannibalism somewhat less prominent. Equally important was the loving - and gay - relationship Tobias Schneebaum had with members of the groups he studied as an anthropologist. His reunion at nearly 80 years of age and inevitable leave-taking were very moving. I can only highly recommend this film to anyone looking for a moving story that is anything but pedestrian.",positive
"This show is painful to watch ...<br /><br />It is obvious that the creators had no clue what to do with this show, from the ever changing ""jobs"", boyfriends, and cast. It appears that they wanted to cast Amanda Bynes in something ... but had no idea what, and came up with this crappy show. They cast her as a teen, surrounded by twenty and thirty somethings, and put her in mostly adult situations at repeatedly failed attempts at comedy. Soon, they realize that she needs a ""clique"" and cast people in their late 20s to try to pass as teenagers.<br /><br />How this show survived 4 seasons is beyond me. Somehow, ABC has now decided that it is a ""family"" show, and thrown it into it's afternoon lineup on ABC Family.",negative
"Probably the only thing that got the movie up to a four for me is the fact that I love Peter Falk. One of the world's great portrayers of bumbling incompetence . . . and yet he is one of the only anchors that prevents this from being a chaotic disaster. As Pops Romano, he provides a respectable mix of gangster charm and straight man to Chris Kattan's manic foolishness. Respectable performances are also offered by Richard Roundtree as the harried boss, Vinessa Shaw as a talented female FBI agent bouncing her head off a glass ceiling and Fred Ward as Falk's advisor and Benedict Arnold.<br /><br />The plot concept actually has some wonderful possibilities and, in the hands of a young Steve Martin or Chevy Chase, could have proved a great comedic vehicle. Kattan, who seems to idolize Ernest or Pee Wee Herman, just provides a muddled mess. Sadly, Peter Berg and Chris Penn, who portray his misfit brothers, both fall far short of their proven capability.<br /><br />There are some very funny scenes, but they are far too few and separated by way too many boring ones. What I truly miss here is what always attracted me to the Leslie Neilsen movies. There is no 'second level' of wit riding over the slapstick. No cultural references that only the adults get. . no double entendre. . it is just silly.<br /><br />And, by the way, this doesn't all mean that I am recommending it for your 9-year-old, because hopefully they have better taste and less fascination with some of their body parts and their functions.",negative
"Russ and Valerie are having discussions about starting a family. The couple live in a posh apartment and run an auction business that deals with valuable collectibles. At the same time, a dedicated adoption agency owner takes a mini vacation and leaves the orphanage in the charge of his father (Leslie Nielsen). Father Harry is in the rental business and he gets the brilliant idea to ""rent"" some of the children of the orphanage to couples like Russ and Valerie. Harry, who becomes aware of the couple'e dilemma, offers a family of siblings for a 10 day rental period! Brandon, Kyle, and Molly move into the apartment with their temporary parents, with amusing consequences, as the new caretakers are inexperienced with kids. But, where is the possibility of a happy ending? This is a darling family film. The actors, including Nielsen as the wheeler-dealer and Christopher Lloyd as the kind apartment doorman, are all wonderful. The script is snappy and fun and the overall production values quite high. Yes, if only life could be this way! Orphaned children everywhere deserve a chance to prove that they are lovable and can give so much joy to the parents who are considering adoption. If you want to show a film to your family that is rooted in good values but is also highly entertaining, find this movie. It is guaranteed to have everyone laughing, even as their hearts are melting.",positive
"A European musician and composer sets out to capture the musical diversity of Istanbul. A lover of experimenting with sound, Alexander Hacke (of the German avantgarde band EinstÃ¼rzende Neubauten) roams the streets of Istanbul with his mobile recording studio and ""magic mike"" to assemble an inspired portrait of Turkish music. His voyage leads to the discovery of a broad spectrum ranging from modern electronic, rock and hip-hop to classical ""Arabesque"". As he wanders through this seductive world, Alex collects impressions and tracks by artists such as neo-psychedelic band Baba Zula, fusion DJs Orient Expressions, rock groups Duman and Replikas, maverick rocker Erkin Koray, Ceza (Turkey's answer to Public Enemy), breakdance performers Istanbul Style Breakers, digital dervish Mercan Dede, renowned clarinetist Selim Sesler, Canadian folk singer Brenna MacCrimmon, street performers Siyasiyabend, Kurdish singer Aynur, the ""Elvis of Arabesque"" Orhan Gencebay, and legendary divas MÃ¼zeyyen Senar and Sezen Aksu.",positive
"Viewed this GREAT Classic film of Greta Garbo and thought her performance was excellent. However, the German film version which had English captions was her greatest performance. Greta Garbo even mentioned to the press that the German film was her favorite where she had to make the change from Silent films to sound. Greta had a high pitched voice and had to take lessons in order to lower her voice for her future roles in films. This story was very sad because Greta Garbo(Anna Christie),""Ninotchka"",'39, was abused on a farm by young boys and her father left her years ago as a sailor and then as a coal barge captain. There were many scenes of Old NYC, the Brooklyn Bridge, Coney Island and the sky line of Manhattan. Charles Bickford(Matt Burke),""Days of Wine & Roses"",'62 a Classic veteran actor gave a great supporting role.",positive
"I didn't expect much when I saw this at the Palm Springs Film Fest this weekend. It was an alternate choice when two other films were sold out. Still, I held out hope. It sounded a bit much like ""Bride and Prejudice"" (L.A. guy falls for an Indian beauty, parental conflict, blah blah blah). B&P was not perfect but it was an enjoyable film with some good laughs and likable characters.<br /><br />""My Bollywood Bride"" had none of that. The acting seemed stilted and way to by-the-numbers. Characters were so clichÃ© the story seemed like it could have been written by high school freshman drama student. Technically, the sound really bothered me. It seemed as if there was a lot of over-dubbing of dialogue. I mean a lot. I know sometimes it's necessary but it sounded like half the film was shot in a closet and it became very distracting.<br /><br />Two stars is being somewhat generous.",negative
"Man, this gets a lot of good reviews in the review books. Frankly, I found it too slow and unappealing right from the start. I kept waiting for it to pick up a little steam but that never happened. This movie is vastly overrated.<br /><br />Shakespeare, with the King James English, has never appealed to me, anyway, so it may just be me. There is a fair share of the latter in the first half of the film as they show Ronald Colman playing the role of Othello.<br /><br />The good points of the film include - thanks to a restored print - some decent cinematography and a young, slim and attractive Shelly Winters.<br /><br />Overall, this is simply too boring, too much repetition in some of the scenes to watch again. Besides, we all know that most actors are nut-cases, anyway, but kudos to Hollywood for demonstrating it here in this story.",negative
"This is without doubt the best documentary ever produced giving an accurate and epic depiction of World War 2 from the invasion of Poland in 1939 to the end of the war in 1945.<br /><br />Honest and to the point, this documentary presents views from both sides of the conflict giving a very human face to the war. At the same time tactics and the importance of Battles are not overlooked, much work has been put into the giving a detailed picture of the war and in particularly the high, low and turning points in the allies fortunes. Being a British produced documentary this 26 part series focus is mainly on Britain, but Russia and America's contribution are not skimmed over this is but one such advantage of a series of such length.<br /><br />Another worthy mention is the score, the music and the whole feel of the documentary is one of turmoil, struggle and perseverance. Like a film this series leaves the viewer in no doubt of the hardship faced by the allies and the Germans during the war, its build to a climax at the end of every episode, which serves to layer the coarse of the second world war. After watching all 26 the viewer is left with an extensive knowledge about the war and astonished at just how much we owe to the members of the previous generation.",positive
"I liked this movie. That's pretty much all I can say about it. Lou Gossett did a good job, even though I'm still very disappointed in him after all the Iron Eagle movies. And even if I was smiling on the inside when the first main teenager dies (I won't give it away) it was done in a nice, fitting fashion. Pretty much everyone in this movie does a good job, so check it out! It's another one of those movies I found real cheap, so I bought it, and I recommend the same.",positive
"I watched this movie out of a lack of anything else on at the time. Quickly the movie grabbed me with the depth of the characters and subtle plot. I was quite surprised to see that the rating given by my satellite provider did not show any stars.<br /><br />I will not give any spoilers to the plot-line or outcome but most of the characters had at least some redeeming value. Until the very last minute I did not know how it would turn out. Frequently, you can pick-up the formula and predict a story direction. I could not do that with this film.<br /><br />I would recommend this as one of the finer films of this genre.",positive
"One of the best and most exciting of all conspiracy thrillers, (there were a number of such film in the 1970's). This one is about an accident at a Neuclear Reactor and of the attempts to cover it up. Jack Lemmon is the employee who realizes just how dangerous the plant is and Jane Fonda is the crusading television reporter who takes the story on board and both players are at their best.<br /><br />The events portrayed in the film are, of course, terrifying and not in the least bit far-fetched, (much of what happens here happened in real life at Three Mile Island), and although it now looks like something a period piece it, nevertheless, highlights just how fragile and dangerous a world we have created for ourselves. Expect a number of similar films about the effects of global warming any time soon, (and not rubbish like ""The Day After Tomorrow"" either).",positive
"OK OK, it might be hard to put the entirety of a man's life in one film. Traditionally therefore, biopics focus on one or two significant parts in the subject's life. Now, Byron was a ""my week beats your year"" fellow, which makes selecting parts that are representative even harder. Furthermore, just as Byron's poetry is inseparable from his life, the man's life itself must be seen as a whole. Lifting parts out is not only not showing the whole picture, it's showing a different picture altogether.<br /><br />Now, in short my review comes down to this: supposedly, Byron was indeed the ""my week beats your year"" prototype, a guy who lived so intensely that he indeed did more in his 15 or so active years than most do in an entire lifetime. True, he had setbacks and was a victim of the time and social setting he lived in - but in the end, this dude is supposed to be the prototype whose life we'd all want to lead, no? Well, I did NOT, at ANY moment, want to live the life depicted in this film. So it gets 3. Not for being so badly done (which, direction-wise, it more or less was), but more importantly for missing the point entirely in a flat plot.<br /><br />Some more detail. Well, to over simplify things, a Byron bio should have two distinct episodes: 1. Post-first Europe trip: England and his rise to fame + marriage / 2. His life abroad. Now, the important thing is that the SECOND part should be at least as important as the first. Not only was it a lot longer, but the most significant change in Byron took place then. Furthermore, it's where he created his best works (Don Juan, the Vision of Judgement etc. - all the stuff that makes him *really* unique in English literature).<br /><br />Instead, in this film (a) Byron's life never comes across as even remotely entertaining, (b) it only gets *worse* after he leaves England. They did two good jobs: first, they started at his return of his Europe trip (though a bit more of the actual trip would have been welcome as a prologue), second, they chose an angle, and they chose his incestuous love for Augusta (who is rather perfectly cast). The problem with this last thing is that they never let it go. True, Byron remained strongly attached to Augusta for the rest of his life, but, especially as he was such a mood swing person, the fact that his letters reflect that does not mean that at other times he might not have completely enjoyed life.<br /><br />Anyway, the first part of the TV film should have ended with him leaving England. There's no doubt about that. The thing is: once abroad, a life of debauchery began (with the infamous Geneva period), but in Italy Byron also discovered a new life, both for his poetry (inspired by Italian comedy), already in Venice, and for himself when he found the Contessa Teresa Guiccioli and moved to Ravenna (afterwards, at the request of Shelly, with Teresa, to Pisa). In other words, he was also *liberated*. His mind and life opened up (and not only in the decadent sense), while England's closed further as it fell into the gravitational pull of the Victorian age. True, freedom was Augusta-less, but this bitter-sweet freedom tastes sour in this film. We see a lonely, bored snob getting older.<br /><br />I mean, hell, Byron never thought much about his poetry, except when he finally found his own voice in Don Juan! Apart from poetic and romantic developments, his relationship with Shelly (and the down-break) should have been more documented. Also, it is in Italy in Ravenna that he gets involved with politics and revolutionary ideas. This is important, as it shows that the decadent romantic and ultimately escapist language and person of Childe Harold is changing into the more planted-in-life realistic and lighter passion of the language and person of Don Juan. Life and work are one. True, still a bit naive, but it's what got him to Greece! And the whole thing came full circle in Pisa, where Shelley's revolutionary spirit further ignited the spark. Missolonghi wasn't the bored snob suddenly looking for some action. It was the insights in Italy (the Gambas) stirring him into action. It can be a symbol for the man looking for some ancient-style battle excitement while the rest of Europe becomes fixed in the clay of modern reason and conservatism. But it wasn't just that, there was a true inspiration behind it. Meanwhile, Byron wrote massive amounts of Don Juan. True, his end is a bit sad, but it's not like he's worn out. THAT is the essence of Byron's life: he may have had some strong emotional attachments (2: Augusta and Teresa), but EVERY time he managed to reinvent himself truly. Meaning that he wasn't 'less' at the end of his life - no, he'd made a physical and mental JOURNEY that, at the time, few people were prepared to make.<br /><br />I wonder. Why is it that so often the second period in Byron's life is overlooked? Because it had less obvious conflicts, as the man was finally coming to his own? In focusing our attention on the frustrated England years fraught with scandals, we show ourselves to be not much better than the English aristocracy at the time, which Byron so despised, and which, despite the fact that he had no choice, he *willingly* fled in 1816, to find a world that was modern and liberal enough to let him find the voice that would make him the first romantic plainspoken language poet and evolve from a self-obsessed snob to a passionate man moving onward with a cause.",negative
"I saw this series when it world premiered at the Toronto Film Festival. I liked the idea behind the film, where two men got together and told a director from each country to direct a movie about 911. These directors never met before until the project was complete, and they saw how it looked all together. WARNING: SPOILERS AHEAD!!!!!!!!!!!!!!!!!!!!!! All the pieces were very powerful, and some were controversial. If you are an American, then you may not like this as some of the pieces may be found anti-american. However, i know a few Americans who enjoyed these series. The piece that i found the best was the one from India. It was about how a muslim family, living in the States, had 2 sons, and one of them was missing. The Americans gave them the cold shoulder and automatically assumed that he was linked with the terrorist bombing. It captures the mom's despair and humiliation of these accusations so well, that it brought tears to my eyes. In the end we see that her son had died while trying to save the many victims from the crash of the towers. This was a true story, and that was what made it so real. There were a lot of emotional and powerful pieces, and the African piece was one of the best. It was humourous yet just as powerful as the others. A must see for everyone, and hopefully America will unban this, and let it play in their country.",positive
"It's a testament to Gosha's incredible film-making prowess that he was able to complete both Hitokiri and his stunning masterpiece, Goyokin, in the same year, 1969. And it's a testament to how criminally underrated he remains for the general public (compared to media darlings like the great Akira Kurosawa), that both Hitokiri and Goyokin have received less than 500 votes between the two of them.<br /><br />Shintaro Katsu is Okada Izo: mad dog killer, loyal to the Tosha clan and their boss Takechi, played by another genre stalwart, Tatsuya Nakadai. The Tosha clan was part of a larger alliance that supported the Emperor against the flailing Shogunate. The historical backdrop is fairly accurate - with Japan's increasing political turmoil between imperialists and the Tokugawa and the pressure by the West to end a 300 year social and political seclusion. It helps a lot to know a thing or two about Japanese history and what eventually led to the Meiji Restoration and the abolition of the Tokugawa Shogunate, but it's not essential by any means. The movie was made primarily for a Japanese audience so certain things are taken for granted but it flows very well for the uninitiated as well.<br /><br />As one would expect from a Hideo Gosha film in his golden years (the late 60's) the visual palette is breathtaking, the use of external and internal symbolism hiding behind pictorial beauty. Style however is never decorative for Gosha - it is always employed in the service of story. <br /><br />And speaking of story, Hitokiri is dominated both literally and figuratively by the tortured main character Izo Okada. As most chambara protagonists, Izo finds himself in a moral double-bind, torn between giri (obligation) and ninjo (natural impulse) - although it takes a while for him to realize what exactly his giri is. In the first half of the movie Izo is trying for social self-advancement. Lofty aspirations of social rank and marriage with an aristocrat's daughter - a great progression for someone coming from a farmer's background in the rigid social caste system of 19th century Japan. <br /><br />The turning point for Izo is when he realizes at what cost self-advancement comes, the loss of identity and by consequence the loss of self. It is at that point that he undergoes a very symbolic transformation from a famous swordsman of the Tosha Clan to a ""nameless"" drifter without past or future, Torazo the Vagrant. Although not technically nameless and not a genre drifter in Yojimbo's mold, it is the loss of his former self and the cast off of ego, ambition and self-dillusion that allows Izo to see things as they really are and redeem himself. <br /><br />Hitokiri ends (which I won't reveal here) in the best way any story can end: both positive and negative with a deeply ironic twist that gives Izo the last laugh, a last sardonic remark in the face of death.",positive
"Thanks to the helpfulness of a fellow IMDb member I've just managed to watch this film for the second time in nearly twenty years, and I can honestly say it hasn't lost any of its kick. I can't believe that Channel 4 have let this one vanish without a trace as it is an extremely powerful, moving and moralistic take on the consequences of misplaced loyalty. <br /><br />It focuses on a clique of friends over the course of ten years and their relationship with two 'outsiders' from school; specifically how they use one and mercilessly torment the other. As events from both the past and present unfold the tension gradually thickens, not dissimilar to Shane Meadows' excellent revenge-chiller Dead Man's Shoes. The acting, writing and direction are very bold for 1983 and still pack a wallop today in spite of the upper crust accents of the central characters. Yes, it might be set in public school but it's worlds apart from anything put out by Merchant Ivory; I got a state education and can still draw countless parables from the story. <br /><br />This is a film that you'll remember for a long time if you see it - except you probably won't, because Channel 4 (or FilmFour) have chosen to bury it. On their own official website they describe it as ""an inexplicably overlooked gem from the early days of Channel 4"" - overlooked by who? This was one of the very first Channel 4 films (which would later go on to become FilmFour thanks to the success of films like Trainspotting), so somewhere someone must still have the master print. In these days where you can get extended collector's issue DVDs of more or less anything it's a bit moody that they can't give a film this good the promotion it deserves. <br /><br />So, if one of the Channel 4 production flunkies is reading this, stop making programmes that showcase people humiliating themselves in the hope of securing a tabloid deal, chase up this film and sort out a nice special anniversary edition disc or something, please!",positive
"I thought this movie was perfect for little girls. It was about a magical place where Genevieve and all her sisters could do what they wanted to do the most anytime they'd like. Most little girls would like this story, even though there is the thought of death in it. Although no one dies, the king almost does, but little girls would not understand it, so it adds up to make a perfect story. All the events add up, creating a great plot that can have a meaning if you dig deep enough. This story is perfect for little girls, and since it is a barbie movie, the kids can have more fun with it, especially if they have barbies of their own. Anyone can have fun with it, though, because it is so cute and understandable. Overall, I think this movie is a good movie for everyone, especially little girls, and will give anyone a smile at least once during it.",positive
"Michael Keaton has really never been a good actor; in the Tim Burton Batman movies he always falls in the shadows of his great villains. Here, he stars as a widowed husband that picks up radio frequencies that seems like is dead people that tries making contact with the living...<br /><br />Well, this is supposed to be a pretty shocking thriller, but it really misses about every spot there is shocking you. Because there's way too much stuff that ends up unexplained, undiscovered and uninteresting. So where's the shocking excitement when it all gets so bad movie made in the first place that WHITE NOISE makes a fool out of itself? Truly bad acting and horrifying edited, this movie is nothing to watch. Michael Keaton tries making a thriller comeback but ends up missing the target more than ever.",negative
"One measurement for the greatness of a movie is, 'if it came on t.v. right now, would you want to sit there and watch it again?' My answer for the Grand Canyon is as powerful a ""yes"" as it would be for nearly any movie I have ever seen. There are just so many powerful moments, such an intelligent and moving story, such incredible performances. <br /><br /> It perfectly captures the confusion and violence that were so rampant in the early nineties. But it also dramatically affirms the capacity of individuals to love, think and care. In a slight way, the movie was of its time. It partly portrays society as a balloon about to burst. Because the country was in a recession, and so void of leadership, this was true of that time. But the movie is also timeless. I think it could honestly stand up against any movie that has ever been made, and it is the most overlooked film of all time.",positive
"Let's just say I had to suspend my disbelief less for Spiderman than I did for Hooligans. That is, to say, I have less of a problem believing Toby McGuire can stick to buildings than I do Elija Wood throwing down with toughs in Manchester. I won't get into specifics, as I don't want to write a spoiler, but the idea of grown, professional, British men getting into near death scraps every weekend is, well... funny. And this film is not. The fighting, the idea of fighting, is taken far too seriously. The gravity of the pugilism, the reverence with which the subject matter is treated becomes irritating, as it neither establishes or resolves the conflict. It seems as though the plot, with holes big enough to drive a Guiness truck through, has been slapped together with a contrived ""fish out of water"" theme so that viewers can gaze into Woods teary eyes as he learns how to become a man ie. hitting other young men of opposing football tastes with blunt objects and then running away as fast as he can. The characters are cartoonish, especially the Americans at Harvard. The character development and story line are telegraphed to the viewer throughout the picture. Unfortunately, the absurdity of the film doesn't reach its height until nearly the end, which by then you'll have spent nearly two hours of your life you are never getting back. Pick up ""The Football Factory"" or ""Fight Club"" instead of this corny, and disappointing dud. It doesn't waste time with empty melodrama, the tired old ""Yankee in King Aurthur's Court,"" or weepy, parables of coming of age bullsh*t. They're just pure, dark, and clever fun; the way violence is supposed to be.",negative
"Well, here we have yet another role reversal movie. There were many worth watching, despite the tired plot of gender reversal. However, this one is not. In previous reviews, I think I've made my point about the general decline of enjoyment for Haim movies that followed the late 80s. This is one of them.<br /><br />'Just One of the Girls' is about a high school kid (Corey Haim) who tries to avoid his bullies by dressing up as a girl and attending another school. He joins the cheerleading squad and makes friends with fellow cheerleader, Marie (Nicole Eggert). Obviously, he can't keep up the charade for too much longer.<br /><br />I thought this movie was utter crap, and it wasn't even funny. But, judging by a majority of reviews, it looks like fans of Alanis Morrisette or teen sex queen, Nicole Eggert, are the only ones who'd want to watch this. If you're looking for a good Haim feature (or role switching comedy), look no further than 1989. This is about the point that Haim's career tanked.",negative
